,location,total_sqft,bath,price,bhk
964,Bannerghatta Road,1510.0,2.0,110.0,3
967,Bannerghatta Road,1470.0,2.0,85.0,3
969,Bannerghatta Road,970.0,2.0,57.0,2
970,Bannerghatta Road,1527.0,3.0,142.0,3
971,Basavangudi,1500.0,2.0,143.0,3
972,Basavangudi,1850.0,3.0,168.0,3
973,Basavangudi,1036.0,2.0,105.0,2
974,Basavangudi,2600.0,4.0,260.0,4
975,Basavangudi,1600.0,2.0,160.0,3
976,Basavangudi,1560.0,2.0,145.0,2
977,Basavangudi,1825.0,3.0,175.0,3
978,Basavangudi,1800.0,3.0,195.0,3
979,Basavangudi,1100.0,2.0,93.0,2
980,Basavangudi,1542.14,3.0,120.0,3
981,Basavangudi,1050.0,2.0,103.0,2
982,Basavangudi,1350.0,2.0,130.0,3
983,Basavangudi,1485.0,3.0,140.0,3
984,Basavangudi,1180.0,2.0,124.0,2
985,Basavangudi,1600.0,3.0,130.0,3
986,Basavangudi,1200.0,2.0,120.0,2
987,Basavangudi,1850.0,3.0,150.0,3
988,Basavangudi,2453.0,3.0,250.0,4
989,Basaveshwara Nagar,4500.0,5.0,415.0,5
990,Basaveshwara Nagar,1865.0,3.0,145.0,3
991,Basaveshwara Nagar,1200.0,2.0,90.0,2
992,Basaveshwara Nagar,2400.0,4.0,310.0,5
993,Basaveshwara Nagar,1200.0,2.0,80.0,2
994,Basaveshwara Nagar,900.0,2.0,60.0,2
995,Basaveshwara Nagar,1900.0,3.0,150.0,3
996,Basaveshwara Nagar,1200.0,2.0,85.0,2
997,Basaveshwara Nagar,1200.0,2.0,70.0,2
998,Battarahalli,1200.0,2.0,65.0,2
1002,Battarahalli,1777.0,3.0,100.0,3
1006,Battarahalli,1071.0,2.0,62.0,2
1021,Begur,3500.0,4.0,185.0,3
1092,Bellandur,1767.0,3.0,103.0,3
1093,Bellandur,1205.0,2.0,66.0,2
1094,Bellandur,1250.0,2.0,76.0,2
1096,Bellandur,1281.0,2.0,74.0,2
1099,Bellandur,1490.0,2.0,98.0,3
1101,Bellandur,2039.0,3.0,168.0,3
1102,Bellandur,1605.0,3.0,85.0,3
1103,Bellandur,1692.0,3.0,88.0,3
1105,Bellandur,1299.0,2.0,82.0,2
1106,Bellandur,900.0,2.0,56.0,2
1107,Bellandur,1350.0,2.0,79.0,2
1109,Bellandur,3016.0,4.0,230.0,4
1110,Bellandur,1457.0,2.0,85.0,2
1112,Bellandur,1050.0,2.0,72.0,2
1113,Bellandur,3600.0,4.0,260.0,4
1114,Bellandur,1310.0,2.0,72.0,2
1116,Bellandur,1785.0,3.0,118.0,3
1117,Bellandur,1051.0,2.0,60.0,2
1119,Bellandur,1060.0,2.0,65.0,2
1120,Bellandur,1100.0,2.0,62.0,2
1124,Bellandur,1685.0,3.0,100.0,3
1125,Bellandur,982.0,2.0,55.0,2
1128,Bellandur,1063.0,2.0,58.0,2
1131,Bellandur,1281.0,2.0,87.0,2
1134,Bellandur,1785.0,3.0,120.0,3
1136,Bellandur,1310.0,2.0,85.0,2
1138,Bellandur,1465.0,3.0,90.0,2
1139,Bellandur,1767.0,3.0,109.0,3
1141,Bellandur,3600.0,4.0,245.0,4
1143,Bellandur,1150.0,2.0,69.44,2
1146,Bellandur,1410.0,3.0,92.0,2
1148,Bellandur,1015.0,2.0,60.0,2
1150,Bellandur,1685.0,3.0,101.0,3
1151,Bellandur,1735.0,3.0,105.0,3
1152,Bellandur,1685.0,3.0,115.0,3
1153,Bellandur,1846.0,3.0,135.0,3
1156,Bellandur,1211.0,2.0,63.0,2
1157,Bellandur,1717.0,3.0,110.0,3
1165,Bellandur,1665.0,3.0,85.0,3
1167,Bellandur,1690.0,2.0,116.0,3
1168,Bellandur,950.0,1.0,40.0,1
1169,Bellandur,850.0,2.0,45.0,2
1170,Bellandur,1454.0,2.0,90.0,2
1173,Bellandur,1435.0,2.0,115.0,3
1175,Bellandur,1260.0,2.0,83.5,2
1176,Bellandur,1535.0,3.0,90.0,3
1177,Bellandur,1047.0,2.0,75.0,2
1180,Benson Town,3200.0,4.0,350.0,3
1181,Benson Town,4460.0,5.0,650.0,4
1182,Benson Town,2850.0,4.0,470.0,3
1183,Benson Town,1300.0,2.0,120.0,2
1184,Benson Town,1567.0,3.0,140.0,2
1185,Benson Town,3633.0,6.0,550.0,4
1186,Benson Town,1688.12,2.0,270.0,2
1187,Benson Town,1805.0,3.0,280.0,3
1188,Benson Town,1688.0,2.0,280.0,2
1190,Bharathi Nagar,1351.0,2.0,70.0,2
1192,Bharathi Nagar,1351.0,2.0,74.0,2
1196,Bharathi Nagar,1328.0,2.0,69.0,2
1198,Bhoganhalli,1670.0,3.0,99.0,3
1200,Bhoganhalli,1718.0,3.0,90.2,3
1201,Bhoganhalli,1444.0,2.0,75.97,2
1202,Bhoganhalli,1447.0,2.0,75.97,2
1203,Bhoganhalli,1700.0,3.0,126.0,3
1204,Bhoganhalli,1447.0,2.0,75.97,2
1206,Bhoganhalli,1610.0,3.0,84.53,3
1209,Bhoganhalli,1760.0,3.0,127.0,3
1211,Bhoganhalli,1447.0,2.0,75.97,2
1212,Bhoganhalli,1949.0,3.0,129.0,3
1213,Bhoganhalli,1760.0,3.0,128.0,3
1214,Bhoganhalli,1447.0,2.0,75.97,2
1215,Bhoganhalli,2439.0,4.0,185.0,4
1218,Bhoganhalli,1458.0,3.0,78.45,3
1219,Bhoganhalli,1444.0,2.0,75.97,2
1220,Bhoganhalli,1205.0,2.0,64.47,2
1221,Bhoganhalli,1447.0,2.0,75.97,2
1222,Bhoganhalli,2439.0,5.0,170.0,4
1224,Bhoganhalli,1205.0,2.0,68.32,2
1225,Bhoganhalli,1260.0,2.0,69.9,2
1226,Bhoganhalli,2439.0,4.0,170.0,4
1227,Bhoganhalli,1707.0,3.0,115.0,3
1228,Bhoganhalli,1610.0,3.0,84.53,3
1229,Bhoganhalli,970.0,2.0,52.5,2
1230,Bhoganhalli,1718.0,3.0,90.2,3
1231,Bhoganhalli,1277.0,2.0,79.89,2
1233,Bhoganhalli,1703.0,3.0,120.0,3
1234,Billekahalli,1935.0,3.0,110.0,3
1235,Billekahalli,1125.0,2.0,62.0,2
1236,Billekahalli,1650.0,3.0,88.0,3
1238,Billekahalli,1112.0,2.0,62.0,2
1239,Billekahalli,2400.0,3.0,150.0,3
1240,Billekahalli,2968.0,3.0,225.0,3
1241,Billekahalli,950.0,2.0,58.11,2
1242,Billekahalli,1360.0,2.0,110.0,2
1243,Billekahalli,1125.0,2.0,65.0,2
1244,Billekahalli,950.0,2.0,56.0,2
1246,Billekahalli,1805.0,3.0,134.0,3
1247,Binny Pete,1755.0,3.0,122.0,3
1248,Binny Pete,665.0,1.0,50.75,1
1249,Binny Pete,2465.0,5.0,234.0,3
1250,Binny Pete,2817.5,2.0,204.0,4
1251,Binny Pete,1245.0,2.0,86.28,2
1252,Binny Pete,660.0,1.0,54.0,1
1253,Binny Pete,665.0,1.0,46.08,1
1254,Binny Pete,660.0,1.0,62.0,1
1255,Binny Pete,1365.0,2.0,122.0,2
1256,Binny Pete,2940.0,6.0,280.0,4
1257,Binny Pete,1795.0,3.0,139.0,3
1258,Binny Pete,1740.0,3.0,150.0,3
1259,Binny Pete,1970.0,3.0,164.0,3
1260,Binny Pete,1516.0,3.0,147.0,3
1305,Bommanahalli,520.0,1.0,19.5,1
1306,Bommanahalli,515.0,1.0,25.0,1
1315,Bommanahalli,1350.0,2.0,72.0,2
1369,Bommenahalli,1200.0,3.0,125.0,3
1370,Bommenahalli,1632.0,3.0,145.0,4
1371,Bommenahalli,1670.0,3.0,135.0,4
1372,Bommenahalli,1680.0,3.0,135.0,4
1373,Bommenahalli,1632.0,3.0,128.0,4
1374,Bommenahalli,3339.0,3.0,250.0,3
1375,Bommenahalli,1355.0,3.0,135.0,4
1376,Bommenahalli,1232.0,3.0,96.0,3
1377,Bommenahalli,1632.0,3.0,140.0,4
1378,Brookefield,1150.0,2.0,69.0,2
1379,Brookefield,1142.0,2.0,70.0,2
1381,Brookefield,2169.0,4.0,115.0,3
1382,Brookefield,1595.0,3.0,88.0,3
1383,Brookefield,2800.0,4.0,240.0,4
1384,Brookefield,1476.0,3.0,105.0,3
1385,Brookefield,1700.0,4.0,152.0,4
1386,Brookefield,1262.0,2.0,75.0,2
1387,Brookefield,1139.0,2.0,80.0,2
1388,Brookefield,1125.0,2.0,70.0,2
1389,Brookefield,1420.0,3.0,85.0,3
1393,Brookefield,1410.0,2.0,80.0,3
1396,Brookefield,1225.0,2.0,66.5,2
1397,Brookefield,1950.0,6.0,175.0,5
1400,Brookefield,1200.0,2.0,75.0,2
1403,Brookefield,1270.0,2.0,95.0,2
1404,Brookefield,1706.0,3.0,115.0,3
1405,Brookefield,1389.0,2.0,94.0,2
1407,Brookefield,1225.0,2.0,72.0,2
1409,Brookefield,1746.0,3.0,115.0,3
1410,Brookefield,1518.0,3.0,80.0,3
1411,Brookefield,1560.0,3.0,149.0,4
1413,Brookefield,1382.0,2.0,84.5,2
1414,Brookefield,1260.0,2.0,70.0,2
1415,Brookefield,1206.0,2.0,90.0,2
1417,Brookefield,1594.0,3.0,140.0,3
1420,Budigere,1991.0,4.0,103.0,3
1423,Budigere,1139.0,2.0,62.0,2
1428,Budigere,664.0,1.0,35.0,1
1429,Budigere,1820.0,3.0,93.0,3
1430,Budigere,1636.0,3.0,85.0,3
1433,Budigere,1139.0,2.0,60.0,2
1435,Budigere,1820.0,3.0,93.0,3
1438,Budigere,1636.0,3.0,85.0,3
1439,Budigere,1636.0,3.0,92.0,3
1442,Budigere,1149.0,2.0,65.0,2
1443,Budigere,664.0,1.0,35.4,1
1448,Budigere,664.0,1.0,34.0,1
1451,Budigere,1153.0,2.0,60.0,2
1452,Budigere,1820.0,3.0,99.0,3
1456,Budigere,1820.0,3.0,95.0,3
1458,Budigere,1820.0,3.0,95.5,3
1460,Budigere,705.0,1.0,34.545,1
1463,Budigere,1636.0,3.0,88.0,3
1466,Budigere,1153.0,2.0,60.0,2
1472,CV Raman Nagar,1392.0,2.0,98.0,2
1474,CV Raman Nagar,1825.0,3.0,126.0,3
1478,CV Raman Nagar,1560.0,2.0,85.0,2
1479,CV Raman Nagar,1590.0,2.0,85.0,3
1480,CV Raman Nagar,1100.0,2.0,58.0,2
1481,CV Raman Nagar,1051.0,2.0,61.0,2
1483,CV Raman Nagar,1020.0,2.0,55.0,2
1486,CV Raman Nagar,1392.0,2.0,95.0,2
1487,CV Raman Nagar,705.0,2.0,50.0,1
1489,CV Raman Nagar,1400.0,2.0,78.0,3
1490,CV Raman Nagar,1400.0,2.0,78.0,3
1494,Chamrajpet,1475.0,2.0,120.0,3
1495,Chamrajpet,1900.0,2.0,170.0,4
1496,Chamrajpet,1350.0,2.0,180.0,2
1497,Chamrajpet,1050.0,2.0,162.0,2
1498,Chamrajpet,1660.4,4.0,211.0,4
1499,Chamrajpet,505.0,1.0,85.0,1
1500,Chamrajpet,1565.0,3.0,98.91,3
1501,Chamrajpet,730.0,1.0,52.0,2
1502,Chamrajpet,650.0,1.0,40.0,2
1503,Chamrajpet,650.0,2.0,45.0,2
1504,Chamrajpet,1650.0,3.0,115.0,3
1506,Chandapura,645.0,1.0,16.45,1
1507,Chandapura,645.0,1.0,16.45,1
1510,Chandapura,530.0,1.0,11.66,1
1515,Chandapura,582.5,1.0,15.135,1
1522,Chandapura,590.0,1.0,13.57,1
1523,Chandapura,645.0,1.0,16.45,1
1524,Chandapura,630.0,1.0,13.86,1
1528,Chandapura,520.0,1.0,14.04,1
1531,Chandapura,645.0,1.0,16.45,1
1533,Chandapura,645.0,1.0,16.45,1
1541,Chandapura,645.0,1.0,16.45,1
1544,Chandapura,645.0,1.0,16.45,1
1549,Chandapura,645.0,1.0,16.45,1
1554,Chandapura,645.0,1.0,16.45,1
1575,Chandapura,520.0,1.0,14.04,1
1579,Chandapura,410.0,1.0,10.0,1
1581,Chandapura,645.0,1.0,16.45,1
1582,Chandapura,645.0,1.0,16.45,1
1587,Chandapura,520.0,1.0,14.04,1
1591,Channasandra,1470.0,2.0,90.0,3
1596,Channasandra,1200.0,3.0,67.77,3
1609,Channasandra,1500.0,4.0,89.45,4
1616,Channasandra,1200.0,3.0,67.77,3
1646,Chikkalasandra,875.0,2.0,52.8,2
1648,Chikkalasandra,1800.0,1.0,128.0,2
1651,Chikkalasandra,1428.0,2.0,80.0,3
1668,Chikkalasandra,1290.0,2.0,72.0,2
1676,Choodasandra,1197.0,2.0,63.0,2
1677,Choodasandra,1465.0,3.0,75.0,3
1680,Choodasandra,1254.0,2.0,65.0,3
1681,Choodasandra,1580.0,3.0,105.0,3
1683,Choodasandra,2429.0,3.0,210.0,4
1686,Choodasandra,1180.0,2.0,71.22,2
1687,Choodasandra,1140.0,2.0,62.0,2
1694,Cooke Town,3950.0,4.0,450.0,4
1695,Cooke Town,2388.0,4.0,239.0,3
1696,Cooke Town,1710.0,2.0,200.0,2
1697,Cooke Town,1310.0,2.0,111.0,2
1698,Cooke Town,3900.0,5.0,415.0,4
1699,Cooke Town,2560.0,4.0,310.0,3
1700,Cooke Town,2600.0,3.0,375.0,3
1701,Cooke Town,1100.0,2.0,90.0,2
1702,Cooke Town,2300.0,3.0,250.0,3
1703,Cox Town,1975.0,3.0,150.0,3
1704,Cox Town,1650.0,3.0,100.0,3
1705,Cox Town,1730.0,3.0,140.0,3
1706,Cox Town,1600.0,3.0,150.0,3
1707,Cox Town,1250.0,2.0,95.0,2
1708,Cox Town,1280.0,2.0,120.0,2
1709,Cox Town,1073.0,2.0,72.0,2
1710,Cox Town,1000.0,2.0,58.0,2
1711,Cox Town,1200.0,2.0,140.0,2
1712,Cunningham Road,5270.0,4.0,1250.0,4
1713,Cunningham Road,3875.0,3.0,864.0,3
1714,Cunningham Road,3875.0,3.0,800.0,3
1715,Cunningham Road,3815.0,3.0,763.0,3
1716,Cunningham Road,2880.0,3.0,501.0,3
1717,Cunningham Road,3489.0,3.0,662.0,3
1718,Cunningham Road,4170.0,3.0,800.0,3
1719,Cunningham Road,5108.0,5.0,995.0,4
1720,Cunningham Road,2700.0,3.0,501.0,3
1721,Cunningham Road,7500.0,6.0,1800.0,4
1722,Cunningham Road,2880.0,3.0,560.0,3
1723,Dasanapura,708.0,2.0,37.0,2
1724,Dasanapura,708.0,1.0,40.0,2
1728,Dasanapura,1163.0,2.0,65.0,2
1729,Dasanapura,1286.0,2.0,68.0,3
1731,Dasanapura,708.0,1.0,41.0,1
1732,Dasanapura,814.0,2.0,43.7,2
1735,Dasarahalli,1150.0,2.0,70.0,2
1736,Dasarahalli,2100.0,3.0,120.0,3
1739,Dasarahalli,1333.0,2.0,78.56,2
1741,Devanahalli,3210.0,2.0,192.0,4
1742,Devanahalli,1260.0,2.0,66.78,2
1743,Devanahalli,1282.0,2.0,68.52,3
1746,Devanahalli,1408.0,2.0,85.0,2
1754,Devanahalli,658.0,1.0,34.0,1
1755,Devanahalli,658.0,1.0,26.91,1
1756,Devanahalli,698.5,1.0,28.57,1
1758,Devanahalli,1700.0,3.0,88.2,3
1759,Devanahalli,1498.0,3.0,79.15,3
1760,Devanahalli,1466.0,3.0,77.59,3
1761,Devanahalli,775.0,1.0,39.0,1
1762,Devanahalli,1020.0,2.0,49.87,1
1764,Devanahalli,1550.0,3.0,85.0,3
1770,Devanahalli,658.0,1.0,26.91,1
1772,Devanahalli,1010.0,2.0,58.0,2
1775,Devanahalli,1075.0,2.0,52.57,1
1778,Devarachikkanahalli,1200.0,2.0,83.0,2
1780,Devarachikkanahalli,615.0,1.0,24.0,1
1785,Devarachikkanahalli,1417.0,2.0,76.0,3
1794,Dodda Nekkundi,1804.0,3.0,121.0,3
1796,Dodda Nekkundi,1999.0,3.0,132.0,3
1798,Dodda Nekkundi,1999.0,3.0,135.0,3
1800,Dodda Nekkundi,1252.0,2.0,71.0,3
1806,Dodda Nekkundi,1829.0,3.0,125.0,3
1813,Dodda Nekkundi,1200.0,2.0,71.0,2
1818,Doddaballapur,4200.0,4.0,325.0,4
1819,Doddaballapur,3876.0,3.0,300.0,3
1820,Doddaballapur,2776.0,4.0,195.0,3
1821,Doddaballapur,2440.0,3.0,142.0,3
1822,Doddaballapur,2400.0,3.0,200.0,4
1823,Doddaballapur,654.0,1.0,49.0,1
1824,Doddaballapur,3206.0,5.0,270.0,4
1841,Doddathoguru,550.0,1.0,17.0,1
1845,Doddathoguru,750.0,1.0,25.5,1
1858,Doddathoguru,550.0,1.0,17.0,1
1859,Domlur,1540.0,3.0,90.0,3
1860,Domlur,1875.0,2.0,150.0,3
1861,Domlur,1429.0,3.0,86.0,3
1862,Domlur,640.0,1.0,55.0,1
1863,Domlur,1050.0,2.0,85.0,2
1864,Domlur,1800.0,3.0,150.0,3
1865,Domlur,1720.0,3.0,135.0,3
1866,Domlur,1950.0,3.0,165.0,3
1867,Domlur,2180.0,3.0,285.0,3
1868,Domlur,650.0,1.0,70.0,1
1869,Domlur,780.0,1.0,70.0,1
1870,Domlur,2180.0,3.0,285.0,3
1871,Domlur,1740.0,3.0,120.0,3
1872,Domlur,1695.0,3.0,125.0,3
1873,Domlur,1246.0,2.0,95.0,2
1874,Domlur,2100.0,3.0,145.0,3
1875,Domlur,1276.0,2.0,80.0,2
1876,Domlur,1850.0,3.0,180.0,3
1877,Domlur,2955.0,3.0,235.0,3
1878,Domlur,1650.0,3.0,180.0,3
1891,EPIP Zone,1499.0,5.0,102.0,3
1892,EPIP Zone,1285.0,2.0,82.0,2
1893,EPIP Zone,2330.0,3.0,162.0,3
1894,EPIP Zone,1330.0,2.0,92.5,2
1895,EPIP Zone,1330.0,2.0,86.98,2
1896,EPIP Zone,1330.0,2.0,93.36,2
1897,EPIP Zone,3035.0,5.0,200.0,4
1898,EPIP Zone,1500.0,3.0,102.0,3
1899,EPIP Zone,1280.0,2.0,69.0,2
1900,EPIP Zone,1125.0,2.0,65.0,2
1901,EPIP Zone,1734.0,3.0,125.0,3
1902,EPIP Zone,3360.0,5.0,225.0,4
1903,EPIP Zone,1343.0,2.0,86.0,2
1904,EPIP Zone,2350.0,4.0,163.0,3
1905,EPIP Zone,1860.0,3.0,130.0,3
1906,EPIP Zone,2210.0,3.0,165.0,3
1907,EPIP Zone,2710.0,3.0,177.0,3
1908,EPIP Zone,3360.0,5.0,221.0,4
1914,Electronic City,1060.0,2.0,60.0,2
1915,Electronic City,1152.0,2.0,64.5,2
1920,Electronic City,589.0,1.0,27.0,1
1923,Electronic City,1108.0,2.0,63.0,2
1924,Electronic City,1128.0,2.0,65.0,2
1925,Electronic City,1800.0,3.0,95.0,3
1926,Electronic City,630.0,1.0,34.65,1
1927,Electronic City,1128.0,2.0,63.0,2
1928,Electronic City,1599.0,3.0,99.0,3
1934,Electronic City,1128.0,2.0,68.75,2
1935,Electronic City,1342.0,2.0,73.3,2
1936,Electronic City,1360.0,2.0,71.0,3
1939,Electronic City,1691.0,2.0,102.0,3
1940,Electronic City,1128.0,2.0,65.49,2
1943,Electronic City,1070.0,2.0,56.1,2
1944,Electronic City,2000.0,4.0,120.0,4
1946,Electronic City,1128.0,2.0,65.65,2
1951,Electronic City,1360.0,2.0,75.0,3
1952,Electronic City,770.0,1.0,40.0,2
1953,Electronic City,1128.0,2.0,64.0,2
1956,Electronic City,1571.0,3.0,89.0,3
1960,Electronic City,1374.0,2.0,72.0,3
1962,Electronic City,1128.0,2.0,65.35,2
1963,Electronic City,1128.0,2.0,65.0,2
1968,Electronic City,1563.0,3.0,91.84,3
1971,Electronic City,1025.0,2.0,54.5,2
1978,Electronic City,1128.0,2.0,68.0,2
1979,Electronic City,700.0,1.0,35.0,1
1980,Electronic City,1360.0,2.0,70.5,3
1982,Electronic City,1571.0,3.0,105.0,3
1986,Electronic City,1600.0,3.0,104.0,3
1988,Electronic City,1500.0,2.0,100.0,3
1992,Electronic City,1152.0,2.0,65.0,2
1993,Electronic City,1070.0,2.0,60.0,2
1994,Electronic City,1128.0,2.0,65.5,2
1996,Electronic City,1152.0,2.0,65.75,2
1999,Electronic City,1060.0,2.0,58.0,2
2000,Electronic City,1025.0,2.0,54.1,2
2005,Electronic City,1500.0,2.0,78.0,3
2007,Electronic City,1575.0,3.0,90.0,3
2008,Electronic City,435.0,1.0,19.5,1
2009,Electronic City,1449.0,3.0,100.0,3
2013,Electronic City,1575.0,3.0,101.0,3
2015,Electronic City,550.0,1.0,12.0,1
2017,Electronic City,1500.0,2.0,78.25,3
2018,Electronic City,1363.0,2.0,79.0,2
2021,Electronic City,1108.0,2.0,67.15,2
2023,Electronic City,1128.0,2.0,65.7,2
2027,Electronic City,1650.0,3.0,100.0,3
2031,Electronic City,1449.0,3.0,90.0,3
2033,Electronic City,1070.0,2.0,58.0,2
2043,Electronic City,1073.0,2.0,60.0,2
2044,Electronic City,1500.0,2.0,78.0,3
2047,Electronic City,1140.0,2.0,70.93,2
2054,Electronic City,1025.0,2.0,53.9,2
2055,Electronic City,940.0,2.0,54.0,2
2056,Electronic City,435.0,1.0,21.0,1
2057,Electronic City,1500.0,2.0,77.5,3
2062,Electronic City,435.0,1.0,22.0,1
2065,Electronic City,770.0,1.0,39.9,2
2067,Electronic City,1128.0,2.0,64.0,2
2068,Electronic City,605.0,1.0,13.31,1
2070,Electronic City,530.0,1.0,13.5,1
2074,Electronic City,1571.0,3.0,83.0,3
2077,Electronic City,1652.0,3.0,110.0,3
2081,Electronic City,1128.0,2.0,65.58,2
2082,Electronic City,635.0,1.0,28.0,1
2083,Electronic City,1128.0,2.0,65.4,2
2086,Electronic City,1355.0,2.0,72.9,2
2095,Electronic City,1108.0,2.0,63.0,2
2096,Electronic City,630.0,1.0,40.5,1
2099,Electronic City,605.0,1.0,22.0,1
2103,Electronic City,1360.0,2.0,70.0,3
2104,Electronic City,635.0,1.0,28.0,1
2105,Electronic City,1128.0,2.0,65.45,2
2114,Electronic City,630.0,1.0,33.7,1
2118,Electronic City,1400.0,3.0,90.0,3
2120,Electronic City,1258.0,2.0,85.5,2
2121,Electronic City,1386.0,2.0,85.0,2
2122,Electronic City,550.0,1.0,27.0,1
2126,Electronic City,1342.0,2.0,72.0,2
2127,Electronic City,1275.0,3.0,70.0,3
2133,Electronic City,1644.0,3.0,92.59,3
2137,Electronic City,418.0,1.0,12.0,1
2138,Electronic City,1128.0,2.0,64.8,2
2141,Electronic City,1060.0,2.0,55.0,2
2142,Electronic City,710.0,1.0,40.42,1
2147,Electronic City,1090.0,2.0,31.48,1
2150,Electronic City,1060.0,2.0,55.0,2
2152,Electronic City,1353.0,2.0,75.0,2
2154,Electronic City,1128.0,2.0,67.0,2
2155,Electronic City,1070.0,2.0,57.0,2
2156,Electronic City,1700.0,3.0,90.0,3
2158,Electronic City,750.0,1.0,35.0,1
2160,Electronic City,1070.0,2.0,60.0,2
2165,Electronic City,1615.0,3.0,97.0,3
2167,Electronic City,1221.0,2.0,68.0,2
2171,Electronic City,1342.0,2.0,90.0,2
2173,Electronic City,1128.0,2.0,63.5,2
2174,Electronic City,589.0,1.0,29.0,1
2177,Electronic City,1575.0,3.0,94.5,3
2179,Electronic City,1025.0,2.0,54.0,2
2183,Electronic City,2093.0,4.0,134.0,4
2185,Electronic City,1355.0,2.0,73.0,2
2191,Electronic City Phase II,630.0,1.0,28.35,1
2204,Electronic City Phase II,1031.0,2.0,55.0,2
2206,Electronic City Phase II,1031.0,2.0,56.35,2
2214,Electronic City Phase II,1790.0,3.0,100.0,3
2215,Electronic City Phase II,769.0,2.0,40.0,2
2227,Electronic City Phase II,1031.0,2.0,55.0,2
2228,Electronic City Phase II,1253.0,2.0,65.8,2
2244,Electronic City Phase II,1549.0,3.0,80.0,3
2245,Electronic City Phase II,1065.0,2.0,56.13,2
2250,Electronic City Phase II,1252.0,2.0,65.0,3
2253,Electronic City Phase II,1286.0,2.0,69.0,2
2280,Electronic City Phase II,650.0,1.0,35.0,1
2282,Electronic City Phase II,1800.0,3.0,92.0,3
2288,Electronic City Phase II,1252.0,2.0,67.0,2
2294,Electronic City Phase II,1252.0,2.0,65.0,3
2300,Electronic City Phase II,575.0,1.0,16.75,1
2301,Electronic City Phase II,925.0,2.0,49.82,3
2307,Electronic City Phase II,1031.0,2.0,54.48,2
2311,Electronics City Phase 1,1475.0,3.0,78.29,3
2312,Electronics City Phase 1,1490.0,3.0,78.8,3
2314,Electronics City Phase 1,1490.0,3.0,84.0,3
2321,Electronics City Phase 1,1015.0,2.0,56.0,2
2323,Electronics City Phase 1,1515.0,2.0,80.91,3
2325,Electronics City Phase 1,1555.0,2.0,82.0,3
2326,Electronics City Phase 1,1340.0,2.0,75.0,2
2329,Electronics City Phase 1,755.0,1.0,42.41,1
2330,Electronics City Phase 1,580.0,1.0,27.0,1
2331,Electronics City Phase 1,940.0,2.0,49.0,2
2335,Electronics City Phase 1,1350.0,3.0,71.0,3
2338,Electronics City Phase 1,635.0,1.0,26.0,1
2339,Electronics City Phase 1,1190.0,2.0,68.0,2
2342,Electronics City Phase 1,360.0,1.0,16.9,1
2343,Electronics City Phase 1,638.0,1.0,32.0,1
2344,Electronics City Phase 1,1175.0,2.0,64.98,2
2345,Electronics City Phase 1,585.0,1.0,21.0,1
2348,Electronics City Phase 1,1125.0,2.0,65.0,2
2350,Electronics City Phase 1,1550.0,2.0,82.0,3
2356,Electronics City Phase 1,1800.0,3.0,93.0,3
2358,Electronics City Phase 1,1170.0,2.0,62.0,2
2359,Electronics City Phase 1,1450.0,3.0,79.0,3
2368,Electronics City Phase 1,755.0,1.0,30.12,1
2370,Frazer Town,1700.0,3.0,180.0,3
2371,Frazer Town,1305.0,3.0,95.45,3
2372,Frazer Town,1870.0,3.0,185.0,3
2373,Frazer Town,1750.0,3.0,150.0,3
2374,Frazer Town,4850.0,6.0,385.0,4
2375,Frazer Town,2000.0,3.0,200.0,3
2376,Frazer Town,3500.0,4.0,330.0,3
2377,Frazer Town,2350.0,4.0,285.0,3
2378,Frazer Town,1550.0,2.0,140.0,2
2379,Frazer Town,1900.0,4.0,145.0,3
2380,Frazer Town,2560.0,3.0,265.0,3
2381,Frazer Town,2400.0,3.0,260.0,3
2382,Frazer Town,2560.0,3.0,288.0,3
2383,Frazer Town,3436.0,5.0,341.0,4
2384,Frazer Town,4856.0,5.0,410.0,4
2385,Frazer Town,1315.0,2.0,140.0,2
2386,Frazer Town,1706.0,3.0,154.0,3
2387,Frazer Town,2079.0,3.0,220.0,3
2388,Frazer Town,3435.0,2.0,341.0,4
2389,Frazer Town,3436.0,5.0,345.0,4
2390,Frazer Town,3100.0,3.0,400.0,3
2391,Frazer Town,5400.0,3.0,400.0,3
2392,Frazer Town,1180.0,2.0,105.0,2
2393,Frazer Town,2900.0,4.0,325.0,4
2394,Frazer Town,1870.0,3.0,180.0,3
2395,Frazer Town,896.0,1.0,100.0,1
2396,Frazer Town,1420.0,2.0,120.0,2
2420,Giri Nagar,2400.0,4.0,400.0,4
2421,Giri Nagar,1800.0,3.0,252.0,3
2422,Giri Nagar,1350.0,3.0,240.0,3
2423,Giri Nagar,2400.0,4.0,400.0,4
2424,Giri Nagar,3000.0,4.0,375.0,6
2425,Giri Nagar,2400.0,6.0,400.0,6
2426,Giri Nagar,4000.0,3.0,750.0,4
2439,Gottigere,1618.0,3.0,82.5,3
2445,Gottigere,812.0,1.0,26.0,1
2450,Gottigere,812.0,1.0,26.0,1
2474,Green Glen Layout,1670.0,3.0,120.0,3
2475,Green Glen Layout,3250.0,4.0,230.0,4
2476,Green Glen Layout,1776.42,3.0,105.0,3
2477,Green Glen Layout,3250.0,4.0,230.0,4
2478,Green Glen Layout,940.0,2.0,56.8,2
2479,Green Glen Layout,1075.0,2.0,60.0,2
2480,Green Glen Layout,1715.0,3.0,115.0,3
